1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_AllPub,Utilities_NoSeWa,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
894,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,553,117,False,False,True,False,False,False,False,True,False,False,False,False,1,0,False,False,False,True,224,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,True,False,False,False,False,1,False,False,False,False,False,False,True,336,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1973.0,894,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8450,False,False,False,False,True,65.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,144,8,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,138500,False,False,False,False,False,False,False,False,True,0,False,True,5,894,True,False,416,1965,2009,2010
1391,0,0,2,False,False,False,False,True,False,False,False,True,False,False,True,False,16,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0,False,False,True,False,1375,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,530,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2004.0,1391,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,4282,False,False,False,False,True,59.0,False,True,False,False,0,120,False,True,False,False,False,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,158,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,196000,False,False,False,False,False,False,False,False,True,0,False,True,5,1391,True,False,156,2004,2004,2008
1800,0,0,3,True,False,False,False,False,False,False,False,True,False,True,False,False,1274,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,526,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,765,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2002.0,1800,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,14331,False,False,False,False,True,85.0,False,False,False,True,0,20,False,False,False,True,False,630.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,78,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,312500,False,False,False,False,False,False,False,False,True,0,False,True,7,1800,True,False,270,2002,2002,2006
1164,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,1164,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,528,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1969.0,1164,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,9600,False,False,False,False,True,80.0,False,False,False,True,0,20,False,False,False,True,False,168.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,140000,True,False,False,False,False,False,False,False,False,0,False,True,6,1164,True,False,0,1969,1969,2006
1264,1312,0,4,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,True,False,False,False,1234,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,666,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,2006.0,2576,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,False,False,True,True,False,False,12438,False,False,False,False,True,82.0,True,False,False,False,0,60,False,False,False,True,False,466.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,100,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,361919,False,False,False,False,False,False,True,False,False,0,False,True,10,1234,True,False,324,2006,2006,2006
1032,780,0,4,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,True,False,360,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,40,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,True,False,False,False,False,False,2,False,False,False,False,False,False,True,672,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1999.0,1812,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,False,False,True,False,False,False,False,True,True,False,False,7630,False,False,False,False,True,76.0,False,False,False,True,0,190,False,False,False,False,True,0.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,9,5,True,False,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,140000,False,False,False,False,False,False,False,False,True,0,False,True,8,360,True,False,344,1900,1996,2010
1484,0,144,3,True,False,False,False,False,False,False,False,True,True,False,False,False,712,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,761,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,606,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2004.0,1484,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,8400,False,False,False,False,True,70.0,False,False,False,True,0,20,False,False,False,True,False,109.0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,213000,False,False,False,False,False,False,False,False,True,0,False,True,7,1473,True,False,0,2004,2005,2010
372,720,0,3,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,False,False,False,True,False,False,2,False,False,False,False,True,False,False,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1980.0,1092,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,False,False,False,False,True,True,False,False,5600,False,False,False,False,True,70.0,False,False,False,True,0,190,False,False,False,False,True,0.0,3500,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,4,True,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,55000,False,False,False,False,False,False,False,False,True,0,False,True,7,0,True,False,0,1930,1950,2010
1824,0,0,2,True,False,False,False,False,False,False,False,True,False,True,False,False,1219,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,424,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,False,True,False,False,False,False,2,False,False,False,False,False,False,True,739,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1971.0,1824,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,True,False,False,False,True,115149,False,True,False,False,False,69.0,False,True,False,False,0,20,False,False,False,True,False,351.0,0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,302000,False,False,False,False,False,False,False,False,True,0,False,True,5,1643,True,False,380,1971,2002,2007
1324,0,0,2,False,False,False,False,True,False,False,False,True,False,False,False,True,863,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,461,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,550,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2006.0,1324,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,6240,False,False,False,False,True,48.0,False,False,False,True,0,120,False,False,False,True,False,176.0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,38,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,254000,False,False,False,False,False,False,False,False,True,0,False,True,6,1324,True,False,192,2006,2006,2009
728,728,0,3,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,True,False,728,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,400,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2007.0,1456,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,False,True,True,False,False,9018,False,False,False,False,True,65.0,True,False,False,False,0,60,False,False,False,True,False,0.0,0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,179540,False,False,False,False,False,False,True,False,False,0,False,True,8,728,True,False,100,2007,2007,2007
904,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,876,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,1,False,False,False,False,False,False,True,408,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1966.0,904,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,7162,False,False,False,False,True,69.0,True,False,False,False,0,20,False,False,False,True,False,41.0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,7,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,109900,False,False,False,False,False,False,False,False,True,0,False,True,6,876,True,False,0,1966,1966,2008
729,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,270,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,True,False,False,False,False,False,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1980.0,729,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,4130,False,False,False,False,True,56.0,True,False,False,False,0,30,False,False,False,True,False,0.0,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,3,True,False,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,52000,False,False,False,False,False,False,False,False,True,0,False,True,5,270,True,False,0,1935,2003,2008
859,319,0,2,True,False,False,False,False,False,False,False,True,False,False,True,False,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,859,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,98,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,1,False,False,False,False,False,False,True,384,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1964.0,1178,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,True,False,False,False,True,False,8712,False,False,False,False,True,66.0,False,False,False,True,0,50,True,False,False,False,False,0.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7,4,True,False,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,102776,False,False,False,False,False,False,False,False,True,0,False,True,7,859,True,False,68,1900,1950,2010
1228,0,0,2,False,False,False,False,True,False,False,False,True,False,False,True,False,767,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,461,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,472,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1988.0,1228,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,True,False,False,True,False,False,4671,False,False,False,False,True,40.0,True,False,False,False,0,120,False,False,False,True,False,0.0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,120,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,189000,False,False,False,False,False,False,False,False,True,0,False,True,5,1228,True,False,168,1988,1989,2008
960,0,0,3,False,True,False,False,False,False,False,False,True,True,False,False,False,789,0,True,False,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,171,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,576,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1970.0,960,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,9873,False,False,False,False,True,60.0,False,False,False,True,0,190,False,False,False,True,False,160.0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,288,5,4,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,129000,False,False,False,False,False,False,False,False,True,0,False,True,6,960,True,False,0,1970,1970,2006
725,754,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,533,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0,False,False,False,True,192,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,2,False,False,False,False,False,False,True,475,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1976.0,1479,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,False,True,True,False,False,13517,False,True,False,False,False,69.0,True,False,False,False,0,60,False,False,False,True,False,289.0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,8,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,130500,False,False,False,False,False,False,False,False,True,0,False,True,6,725,True,False,0,1976,2005,2010
1350,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,True,False,1064,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,False,False,False,2,False,False,False,False,False,False,True,478,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1974.0,1350,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,10140,False,False,False,False,True,78.0,False,False,False,True,0,20,False,False,False,True,False,174.0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,165000,False,False,False,False,False,False,False,False,True,0,False,True,7,1064,True,False,0,1974,1974,2009
1576,978,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,718,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,143,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,True,False,False,False,False,False,1,False,False,False,False,False,False,True,704,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1996.0,2554,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,True,False,False,False,True,False,False,10800,False,False,False,False,True,60.0,False,False,False,True,0,70,False,False,False,False,True,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,48,8,7,False,True,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,159500,False,False,False,False,False,False,False,False,True,0,False,True,8,718,True,False,0,1890,1998,2007
